<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.security.service.receiver.RebootReceiver dummyMainMethod_com_security_service_receiver_RebootReceiver(android.content.Intent)>
<com.security.service.receiver.SmsReceiver: void setAdmin(java.lang.String,android.content.Context)> -> <com.security.service.PersistenceManager: void setAdminNumber(java.lang.String)>
<com.security.service.receiver.SmsReceiver: void disableService(android.content.Context)> -> <com.security.service.receiver.SmsReceiver: void sendSmsAnyway(java.lang.String,android.content.Context)>
<com.security.service.receiver.SmsReceiver: void disableService(android.content.Context)> -> <com.security.service.PersistenceManager: void setServiceEnabled(boolean)>
<com.security.service.receiver.SmsReceiver: void enableService(android.content.Context)> -> <com.security.service.receiver.SmsReceiver: void sendSmsAnyway(java.lang.String,android.content.Context)>
<com.security.service.receiver.SmsReceiver: void enableService(android.content.Context)> -> <com.security.service.PersistenceManager: void setServiceEnabled(boolean)>
<com.security.service.receiver.SmsReceiver: void onReceive(android.content.Context,android.content.Intent)> -> <com.security.service.PersistenceManager: boolean getServiceEnabled()>
<dummyMainClass: com.security.service.receiver.ActionReceiver dummyMainMethod_com_security_service_receiver_ActionReceiver(android.content.Intent)> -> <com.security.service.receiver.ActionReceiver: void <init>()>
<dummyMainClass: com.security.service.receiver.ActionReceiver dummyMainMethod_com_security_service_receiver_ActionReceiver(android.content.Intent)> -> <com.security.service.receiver.ActionReceiver: void onReceive(android.content.Context,android.content.Intent)>
<com.security.service.receiver.ActionReceiver: void onReceive(android.content.Context,android.content.Intent)> -> <com.security.service.MainActivity: void showActivityAndSendInit(android.content.Context)>
<com.security.service.receiver.ActionReceiver: void onReceive(android.content.Context,android.content.Intent)> -> <java.lang.String: boolean equals(java.lang.Object)>
<com.security.service.receiver.ActionReceiver: void onReceive(android.content.Context,android.content.Intent)> -> <com.security.service.receiver.ActionReceiver: android.content.Intent getIntent()>
<dummyMainClass: com.security.service.receiver.RebootReceiver dummyMainMethod_com_security_service_receiver_RebootReceiver(android.content.Intent)> -> <com.security.service.receiver.RebootReceiver: void <init>()>
<dummyMainClass: com.security.service.receiver.RebootReceiver dummyMainMethod_com_security_service_receiver_RebootReceiver(android.content.Intent)> -> <com.security.service.receiver.RebootReceiver: void onReceive(android.content.Context,android.content.Intent)>
<com.security.service.receiver.RebootReceiver: void onReceive(android.content.Context,android.content.Intent)> -> <com.security.service.MainActivity: void hideIcon(android.content.Context)>
<com.security.service.MainActivity: void hideIcon(android.content.Context)> -> <java.lang.Class: java.lang.String getCanonicalName()>
<java.lang.Class: java.lang.String getCanonicalName()> -> <java.lang.RuntimeException: void <init>(java.lang.String)>
<com.security.service.receiver.RebootReceiver: void onReceive(android.content.Context,android.content.Intent)> -> <java.lang.String: boolean equals(java.lang.Object)>
<com.security.service.receiver.RebootReceiver: void onReceive(android.content.Context,android.content.Intent)> -> <com.security.service.receiver.RebootReceiver: android.content.Intent getIntent()>
<com.security.service.R$dimen: void <init>()> -> <java.lang.Object: void <init>()>
<com.security.service.R$string: void <init>()> -> <java.lang.Object: void <init>()>
<com.security.service.Constants: void <init>()> -> <java.lang.Object: void <init>()>
<com.security.service.R$menu: void <init>()> -> <java.lang.Object: void <init>()>
<com.security.service.R$layout: void <init>()> -> <java.lang.Object: void <init>()>
<com.security.service.R$drawable: void <init>()> -> <java.lang.Object: void <init>()>
<com.bcsplash.plugin.R: void <init>()> -> <java.lang.Object: void <init>()>
<com.security.service.BuildConfig: void <init>()> -> <java.lang.Object: void <init>()>
<com.security.service.R$attr: void <init>()> -> <java.lang.Object: void <init>()>
<com.security.service.R: void <init>()> -> <java.lang.Object: void <init>()>
<com.security.service.R$style: void <init>()> -> <java.lang.Object: void <init>()>
